Type,Lot,Etage,Surface,Terrasse,Jardin,Exposition,Parking,Prix,Prix m2,Statut,Plan
<b>T3</b>,C01,,"72,38 m2",,,Sud-Ouest,,<b>470 000 €</b>,6493 €/m2,Disponible,<button>Plan</button>
<b>T4</b>,B12,,"85,53 m2",,,Sud,,<b>590 000 €</b>,6898 €/m2,Disponible,<button>Plan</button>
<b>T4</b>,A01,,"107,82 m2",,,Sud,,<b>705 000 €</b>,6538 €/m2,Disponible,<button>Plan</button>
