Type,Lot,Etage,Surface,Terrasse,Jardin,Exposition,Parking,Prix,Prix m2,Statut,Plan
<b>T3</b>,300025,,"69,03 m2",,,Ouest,,<b>248 000 €</b>,3592 €/m2,Disponible,<button>Plan</button>
<b>T3</b>,601069,,"68,39 m2",,,Sud,,<b>255 000 €</b>,3728 €/m2,Disponible,<button>Plan</button>
<b>T3</b>,701084,,"68,39 m2",,,Sud,,<b>257 000 €</b>,3757 €/m2,Disponible,<button>Plan</button>
<b>T3</b>,701085,,"69,44 m2",,,Sud,,<b>262 000 €</b>,3773 €/m2,Disponible,<button>Plan</button>
<b>T3</b>,403045,,"68,35 m2",,,Ouest,,<b>276 000 €</b>,4038 €/m2,Disponible,<button>Plan</button>
