Type,Lot,Etage,Surface,Terrasse,Jardin,Exposition,Parking,Prix,Prix m2,Statut,Plan
<b>T3</b>,B07,RdC,"65,22 m2","10,18 m2",,Nord,Oui,<b>265 000 €</b>,4063 m2/€,Disponible,<button>Plan</button>
