Type,Lot,Etage,Surface,Terrasse,Jardin,Exposition,Parking,Prix,Prix m2,Statut,Plan
<b>T3</b>,01B13,,55.75 m2,,,Nord-Ouest,,<b>271 000 €</b>,4860 €/m2,Optionné,<button>Plan</button>
<b>T3</b>,01B33,,55.75 m2,,,Nord-Ouest,,<b>272 000 €</b>,4881 €/m2,Optionné,<button>Plan</button>
<b>T3</b>,A28,R+2,55.05 m2,"13,05 m2",,Est,PK61,<b>275 000 €</b>,4995 €/m2,Disponible,<button>Plan</button>
