Type,Lot,Etage,Surface,Terrasse,Jardin,Exposition,Parking,Prix,Prix m2,Statut,Plan
<b>T2</b>,A32,R+3,"48,83 m2","9,92 m2",,Nord-Est,17,<b>218 000 €</b>,4468 €/m2,Disponible,<button>Plan</button>
<b>T2</b>,B02,RdC,"44,02 m2",,,Nord-Est,BX11,<b>192 000 €</b>,4373 €/m2,Disponible,<button>Plan</button>
